type	cobo	asad	aget	chan	det	row	col	num	nom
0	0	1	3	3	-1	23	52	0	TPC
0	0	1	3	4	-1	23	59	0	TPC
0	0	1	3	5	-1	26	58	0	TPC
0	0	1	3	6	-1	23	61	0	TPC
0	0	1	3	7	-1	22	49	0	TPC
0	0	1	3	8	-1	22	60	0	TPC
0	0	1	3	9	-1	27	55	0	TPC
0	0	1	3	10	-1	24	60	0	TPC
0	0	1	3	11	-1	-1	-1	0	TPC
0	0	1	3	12	-1	23	48	0	TPC
0	0	1	3	13	-1	24	62	0	TPC
0	0	1	3	14	-1	26	54	0	TPC
0	0	1	3	15	-1	22	63	0	TPC
0	0	1	3	16	-1	22	58	0	TPC
0	0	1	3	17	-1	25	53	0	TPC
0	0	1	3	18	-1	23	63	0	TPC
0	0	1	3	19	-1	24	53	0	TPC
0	0	1	3	20	-1	23	57	0	TPC
0	0	1	3	21	-1	24	48	0	TPC
0	0	1	3	22	-1	-1	-1	0	TPC
0	0	1	3	23	-1	27	51	0	TPC
0	0	1	3	24	-1	23	62	0	TPC
0	0	1	3	25	-1	24	56	0	TPC
0	0	1	3	26	-1	23	49	0	TPC
0	0	1	3	27	-1	26	50	0	TPC
0	0	1	3	28	-1	24	61	0	TPC
0	0	1	3	29	-1	22	54	0	TPC
0	0	1	3	30	-1	22	50	0	TPC
0	0	1	3	31	-1	24	52	0	TPC
0	0	1	3	32	-1	23	53	0	TPC
0	0	1	3	33	-1	22	59	0	TPC
0	0	1	3	34	-1	25	49	0	TPC
0	0	1	3	35	-1	22	48	0	TPC
0	0	1	3	36	-1	22	61	0	TPC
0	0	1	3	37	-1	23	58	0	TPC
0	0	1	3	38	-1	26	52	0	TPC
0	0	1	3	39	-1	25	51	0	TPC
0	0	1	3	40	-1	24	63	0	TPC
0	0	1	3	41	-1	24	57	0	TPC
0	0	1	3	42	-1	24	50	0	TPC
0	0	1	3	43	-1	27	49	0	TPC
0	0	1	3	44	-1	23	60	0	TPC
0	0	1	3	45	-1	-1	-1	0	TPC
0	0	1	3	46	-1	22	55	0	TPC
0	0	1	3	47	-1	23	51	0	TPC
0	0	1	3	48	-1	26	48	0	TPC
0	0	1	3	49	-1	24	59	0	TPC
0	0	1	3	50	-1	23	54	0	TPC
0	0	1	3	51	-1	27	63	0	TPC
0	0	1	3	52	-1	22	52	0	TPC
0	0	1	3	53	-1	22	57	0	TPC
0	0	1	3	54	-1	23	56	0	TPC
0	0	1	3	55	-1	24	54	0	TPC
0	0	1	3	56	-1	-1	-1	0	TPC
0	0	1	3	57	-1	26	62	0	TPC
0	0	1	3	58	-1	22	51	0	TPC
0	0	1	3	59	-1	24	55	0	TPC
0	0	1	3	60	-1	23	55	0	TPC
0	0	1	3	61	-1	25	61	0	TPC
0	0	1	3	62	-1	24	49	0	TPC
0	0	1	3	63	-1	22	53	0	TPC
0	0	1	3	64	-1	24	58	0	TPC
0	0	1	3	65	-1	27	59	0	TPC
0	0	1	3	66	-1	22	56	0	TPC
0	0	1	3	67	-1	23	50	0	TPC
0	0	3	0	0	-1	16	8	0	TPC
0	0	3	0	1	-1	21	2	0	TPC
0	0	3	0	2	-1	21	11	0	TPC
0	0	3	0	3	-1	18	10	0	TPC
0	0	3	0	4	-1	19	15	0	TPC
0	0	3	0	5	-1	19	4	0	TPC
0	0	3	0	6	-1	19	13	0	TPC
0	0	3	0	7	-1	17	7	0	TPC
0	0	3	0	8	-1	21	13	0	TPC
0	0	3	0	9	-1	20	1	0	TPC
0	0	3	0	10	-1	20	14	0	TPC
0	0	3	0	11	-1	-1	-1	0	TPC
0	0	3	0	12	-1	18	6	0	TPC
0	0	3	0	13	-1	20	12	0	TPC
0	0	3	0	14	-1	19	0	0	TPC
0	0	3	0	15	-1	16	4	0	TPC
0	0	3	0	16	-1	21	15	0	TPC
0	0	3	0	17	-1	20	15	0	TPC
0	0	3	0	18	-1	19	11	0	TPC
0	0	3	0	19	-1	20	6	0	TPC
0	0	3	0	20	-1	20	0	0	TPC
0	0	3	0	21	-1	21	9	0	TPC
0	0	3	0	22	-1	-1	-1	0	TPC
0	0	3	0	23	-1	19	14	0	TPC
0	0	3	0	24	-1	17	3	0	TPC
0	0	3	0	25	-1	21	1	0	TPC
0	0	3	0	26	-1	20	8	0	TPC
0	0	3	0	27	-1	21	12	0	TPC
0	0	3	0	28	-1	18	2	0	TPC
