pad	cobo	asad	aget	chan	row	col
1597	0	3	1	62	25	20
1630	0	3	1	63	25	31
1742	0	3	1	64	17	20
1773	0	3	1	65	16	30
1738	0	3	1	66	18	19
1593	0	3	1	67	27	18
55		0	3	2	0	19	34
200		0	3	2	1	23	34
65		0	3	2	2	20	37
51		0	3	2	3	21	32
210		0	3	2	4	22	37
196		0	3	2	5	24	33
69		0	3	2	6	21	38
59		0	3	2	7	20	35
214		0	3	2	8	24	39
204		0	3	2	9	22	35
73		0	3	2	10	19	40
-1		0	3	2	11	-1	-1
63		0	3	2	12	21	36
218		0	3	2	13	23	40
208		0	3	2	14	24	37
67		0	3	2	15	19	38
77		0	3	2	16	20	41
212		0	3	2	17	23	38
222		0	3	2	18	22	41
49		0	3	2	19	19	32
81		0	3	2	20	21	42
226		0	3	2	21	24	43
-1		0	3	2	22	-1	-1
216		0	3	2	23	22	39
71		0	3	2	24	20	39
85		0	3	2	25	19	44
230		0	3	2	26	23	44
220		0	3	2	27	24	41
75		0	3	2	28	21	40
89		0	3	2	29	20	45
234		0	3	2	30	22	45
238		0	3	2	31	24	47
93		0	3	2	32	21	46
79		0	3	2	33	19	42
224		0	3	2	34	23	42
228		0	3	2	35	22	43
70		0	3	2	36	19	39
83		0	3	2	37	20	43
209		0	3	2	38	23	37
213		0	3	2	39	22	38
66		0	3	2	40	21	37
87		0	3	2	41	21	44
232		0	3	2	42	24	45
217		0	3	2	43	24	40
74		0	3	2	44	20	40
-1		0	3	2	45	-1	-1
91		0	3	2	46	19	46
236		0	3	2	47	23	46
221		0	3	2	48	23	41
78		0	3	2	49	21	41
95		0	3	2	50	20	47
225		0	3	2	51	22	42
240		0	3	2	52	22	47
82		0	3	2	53	19	43
86		0	3	2	54	20	44
194		0	3	2	55	23	32
-1		0	3	2	56	-1	-1
229		0	3	2	57	24	44
53		0	3	2	58	20	33
90		0	3	2	59	21	45
198		0	3	2	60	22	33
233		0	3	2	61	23	45
61		0	3	2	62	19	36
94		0	3	2	63	19	47
206		0	3	2	64	23	36
237		0	3	2	65	22	46
202		0	3	2	66	24	35
57		0	3	2	67	21	34
151		0	3	3	0	25	50
296		0	3	3	1	17	50
161		0	3	3	2	26	53
147		0	3	3	3	27	48
306		0	3	3	4	16	53
292		0	3	3	5	18	49
165		0	3	3	6	27	54
155		0	3	3	7	26	51
310		0	3	3	8	18	55
300		0	3	3	9	16	51
169		0	3	3	10	25	56
-1		0	3	3	11	-1	-1
159		0	3	3	12	27	52
314		0	3	3	13	17	56
304		0	3	3	14	18	53
163		0	3	3	15	25	54
173		0	3	3	16	26	57
308		0	3	3	17	17	54
318		0	3	3	18	16	57
145		0	3	3	19	25	48
177		0	3	3	20	27	58
322		0	3	3	21	18	59
-1		0	3	3	22	-1	-1
312		0	3	3	23	16	55
167		0	3	3	24	26	55
181		0	3	3	25	25	60
326		0	3	3	26	17	60
316		0	3	3	27	18	57
171		0	3	3	28	27	56
185		0	3	3	29	26	61
330		0	3	3	30	16	61
334		0	3	3	31	18	63
189		0	3	3	32	27	62
175		0	3	3	33	25	58
320		0	3	3	34	17	58
324		0	3	3	35	16	59
166		0	3	3	36	25	55
179		0	3	3	37	26	59
305		0	3	3	38	17	53
309		0	3	3	39	16	54
162		0	3	3	40	27	53
183		0	3	3	41	27	60
328		0	3	3	42	18	61
313		0	3	3	43	18	56
170		0	3	3	44	26	56
-1		0	3	3	45	-1	-1
187		0	3	3	46	25	62
332		0	3	3	47	17	62
317		0	3	3	48	17	57
174		0	3	3	49	27	57
191		0	3	3	50	26	63
321		0	3	3	51	16	58
336		0	3	3	52	16	63
178		0	3	3	53	25	59
182		0	3	3	54	26	60
290		0	3	3	55	17	48
-1		0	3	3	56	-1	-1
325		0	3	3	57	18	60
149		0	3	3	58	26	49
186		0	3	3	59	27	61
294		0	3	3	60	16	49
329		0	3	3	61	17	61
157		0	3	3	62	25	52
190		0	3	3	63	25	63
302		0	3	3	64	17	52
333		0	3	3	65	16	62
298		0	3	3	66	18	51
153		0	3	3	67	27	50
1322	1	0	0	0	12	3
1388	1	0	0	1	13	9
1357	1	0	0	2	10	14
1326	1	0	0	3	11	4
1347	1	0	0	4	11	11
1392	1	0	0	5	14	10
1353	1	0	0	6	11	13
1318	1	0	0	7	10	1
1351	1	0	0	8	10	12
1384	1	0	0	9	15	7
1349	1	0	0	10	12	12
-1		1	0	0	11	-1	-1
1314	1	0	0	12	11	0
1355	1	0	0	13	12	14
1380	1	0	0	14	14	6
1360	1	0	0	15	10	15
1345	1	0	0	16	10	10
1376	1	0	0	17	13	5
1359	1	0	0	18	11	15
1328	1	0	0	19	12	5
1341	1	0	0	20	11	9
1313	1	0	0	21	12	0
-1		1	0	0	22	-1	-1
1372	1	0	0	23	15	3
1356	1	0	0	24	11	14
1337	1	0	0	25	12	8
1317	1	0	0	26	11	1
1368	1	0	0	27	14	2
1352	1	0	0	28	12	13
1333	1	0	0	29	10	6
1321	1	0	0	30	10	2
1325	1	0	0	31	12	4
1329	1	0	0	32	11	5
1348	1	0	0	33	10	11
1364	1	0	0	34	13	1
1315	1	0	0	35	10	0
1354	1	0	0	36	10	13
1344	1	0	0	37	11	10
1374	1	0	0	38	14	4
1370	1	0	0	39	13	3
1358	1	0	0	40	12	15
1340	1	0	0	41	12	9
1319	1	0	0	42	12	2
1366	1	0	0	43	15	1
1350	1	0	0	44	11	12
-1		1	0	0	45	-1	-1
1336	1	0	0	46	10	7
1323	1	0	0	47	11	3
1362	1	0	0	48	14	0
1346	1	0	0	49	12	11
1332	1	0	0	50	11	6
1408	1	0	0	51	15	15
1327	1	0	0	52	10	4
1342	1	0	0	53	10	9
1338	1	0	0	54	11	8
1331	1	0	0	55	12	6
-1		1	0	0	56	-1	-1
1404	1	0	0	57	14	14
1324	1	0	0	58	10	3
1334	1	0	0	59	12	7
1335	1	0	0	60	11	7
1400	1	0	0	61	13	13
1316	1	0	0	62	12	1
1330	1	0	0	63	10	5
1343	1	0	0	64	12	10
1396	1	0	0	65	15	11
1339	1	0	0	66	10	8
1320	1	0	0	67	11	2
1226	1	0	1	0	12	19
1292	1	0	1	1	13	25
1261	1	0	1	2	10	30
1230	1	0	1	3	11	20
1251	1	0	1	4	11	27
1296	1	0	1	5	14	26
1257	1	0	1	6	11	29
1222	1	0	1	7	10	17
1255	1	0	1	8	10	28
1288	1	0	1	9	15	23
1253	1	0	1	10	12	28
-1		1	0	1	11	-1	-1
1218	1	0	1	12	11	16
1259	1	0	1	13	12	30
1284	1	0	1	14	14	22
1264	1	0	1	15	10	31
1249	1	0	1	16	10	26
1280	1	0	1	17	13	21
1263	1	0	1	18	11	31
1232	1	0	1	19	12	21
1245	1	0	1	20	11	25
1217	1	0	1	21	12	16
-1		1	0	1	22	-1	-1
1276	1	0	1	23	15	19
1260	1	0	1	24	11	30
1241	1	0	1	25	12	24
1221	1	0	1	26	11	17
1272	1	0	1	27	14	18
1256	1	0	1	28	12	29
1237	1	0	1	29	10	22
1225	1	0	1	30	10	18
1229	1	0	1	31	12	20
1233	1	0	1	32	11	21
1252	1	0	1	33	10	27
1268	1	0	1	34	13	17
1219	1	0	1	35	10	16
1258	1	0	1	36	10	29
1248	1	0	1	37	11	26
1278	1	0	1	38	14	20
1274	1	0	1	39	13	19
1262	1	0	1	40	12	31
1244	1	0	1	41	12	25
1223	1	0	1	42	12	18
1270	1	0	1	43	15	17
1254	1	0	1	44	11	28
-1		1	0	1	45	-1	-1
1240	1	0	1	46	10	23
1227	1	0	1	47	11	19
1266	1	0	1	48	14	16
1250	1	0	1	49	12	27
1236	1	0	1	50	11	22
1312	1	0	1	51	15	31
1231	1	0	1	52	10	20
1246	1	0	1	53	10	25
1242	1	0	1	54	11	24
1235	1	0	1	55	12	22
-1		1	0	1	56	-1	-1
1308	1	0	1	57	14	30
1228	1	0	1	58	10	19
1238	1	0	1	59	12	23
1239	1	0	1	60	11	23
1304	1	0	1	61	13	29
1220	1	0	1	62	12	17
1234	1	0	1	63	10	21
1247	1	0	1	64	12	26
1300	1	0	1	65	15	27
1243	1	0	1	66	10	24
1224	1	0	1	67	11	18
539		1	0	2	0	10	40
569		1	0	2	1	15	34
596		1	0	2	2	15	43
543		1	0	2	3	12	42
606		1	0	2	4	13	47
573		1	0	2	5	13	36
600		1	0	2	6	13	45
535		1	0	2	7	11	39
602		1	0	2	8	15	45
565		1	0	2	9	14	33
604		1	0	2	10	14	46
-1		1	0	2	11	-1	-1
531		1	0	2	12	12	38
598		1	0	2	13	14	44
561		1	0	2	14	13	32
527		1	0	2	15	10	36
608		1	0	2	16	15	47
607		1	0	2	17	14	47
594		1	0	2	18	13	43
580		1	0	2	19	14	38
562		1	0	2	20	14	32
590		1	0	2	21	15	41
-1		1	0	2	22	-1	-1
603		1	0	2	23	13	46
523		1	0	2	24	11	35
566		1	0	2	25	15	33
586		1	0	2	26	14	40
599		1	0	2	27	15	44
519		1	0	2	28	12	34
570		1	0	2	29	13	35
582		1	0	2	30	13	39
578		1	0	2	31	15	37
574		1	0	2	32	14	36
515		1	0	2	33	10	32
595		1	0	2	34	14	43
591		1	0	2	35	13	42
521		1	0	2	36	10	34
564		1	0	2	37	13	33
605		1	0	2	38	15	46
601		1	0	2	39	14	45
525		1	0	2	40	12	36
568		1	0	2	41	14	34
587		1	0	2	42	15	40
597		1	0	2	43	13	44
517		1	0	2	44	11	33
-1		1	0	2	45	-1	-1
572		1	0	2	46	15	35
583		1	0	2	47	14	39
593		1	0	2	48	15	42
513		1	0	2	49	12	32
576		1	0	2	50	13	37
589		1	0	2	51	14	41
579		1	0	2	52	13	38
559		1	0	2	53	11	47
555		1	0	2	54	12	46
575		1	0	2	55	15	36
-1		1	0	2	56	-1	-1
585		1	0	2	57	13	40
584		1	0	2	58	15	39
551		1	0	2	59	10	44
571		1	0	2	60	14	35
581		1	0	2	61	15	38
592		1	0	2	62	14	42
547		1	0	2	63	11	43
563		1	0	2	64	15	32
577		1	0	2	65	14	37
567		1	0	2	66	13	34
588		1	0	2	67	13	41
810		1	0	3	0	12	51
876		1	0	3	1	13	57
845		1	0	3	2	10	62
814		1	0	3	3	11	52
835		1	0	3	4	11	59
880		1	0	3	5	14	58
841		1	0	3	6	11	61
806		1	0	3	7	10	49
839		1	0	3	8	10	60
872		1	0	3	9	15	55
837		1	0	3	10	12	60
-1		1	0	3	11	-1	-1
802		1	0	3	12	11	48
843		1	0	3	13	12	62
868		1	0	3	14	14	54
848		1	0	3	15	10	63
833		1	0	3	16	10	58
864		1	0	3	17	13	53
847		1	0	3	18	11	63
816		1	0	3	19	12	53
829		1	0	3	20	11	57
801		1	0	3	21	12	48
-1		1	0	3	22	-1	-1
860		1	0	3	23	15	51
844		1	0	3	24	11	62
825		1	0	3	25	12	56
805		1	0	3	26	11	49
856		1	0	3	27	14	50
840		1	0	3	28	12	61
821		1	0	3	29	10	54
809		1	0	3	30	10	50
813		1	0	3	31	12	52
817		1	0	3	32	11	53
836		1	0	3	33	10	59
852		1	0	3	34	13	49
803		1	0	3	35	10	48
842		1	0	3	36	10	61
832		1	0	3	37	11	58
862		1	0	3	38	14	52
858		1	0	3	39	13	51
846		1	0	3	40	12	63
828		1	0	3	41	12	57
807		1	0	3	42	12	50
854		1	0	3	43	15	49
838		1	0	3	44	11	60
-1		1	0	3	45	-1	-1
824		1	0	3	46	10	55
811		1	0	3	47	11	51
850		1	0	3	48	14	48
834		1	0	3	49	12	59
820		1	0	3	50	11	54
896		1	0	3	51	15	63
815		1	0	3	52	10	52
830		1	0	3	53	10	57
826		1	0	3	54	11	56
819		1	0	3	55	12	54
-1		1	0	3	56	-1	-1
892		1	0	3	57	14	62
812		1	0	3	58	10	51
822		1	0	3	59	12	55
823		1	0	3	60	11	55
888		1	0	3	61	13	61
804		1	0	3	62	12	49
818		1	0	3	63	10	53
831		1	0	3	64	12	58
884		1	0	3	65	15	59
827		1	0	3	66	10	56
808		1	0	3	67	11	50
1147	1	1	0	0	4	8
1177	1	1	0	1	9	2
1204	1	1	0	2	9	11
1151	1	1	0	3	6	10
1214	1	1	0	4	7	15
1181	1	1	0	5	7	4
1208	1	1	0	6	7	13
1143	1	1	0	7	5	7
1210	1	1	0	8	9	13
1173	1	1	0	9	8	1
1212	1	1	0	10	8	14
-1		1	1	0	11	-1	-1
1139	1	1	0	12	6	6
1206	1	1	0	13	8	12
1169	1	1	0	14	7	0
1135	1	1	0	15	4	4
1216	1	1	0	16	9	15
1215	1	1	0	17	8	15
1202	1	1	0	18	7	11
1188	1	1	0	19	8	6
1170	1	1	0	20	8	0
1198	1	1	0	21	9	9
-1		1	1	0	22	-1	-1
1211	1	1	0	23	7	14
1131	1	1	0	24	5	3
1174	1	1	0	25	9	1
1194	1	1	0	26	8	8
1207	1	1	0	27	9	12
1127	1	1	0	28	6	2
1178	1	1	0	29	7	3
1190	1	1	0	30	7	7
1186	1	1	0	31	9	5
1182	1	1	0	32	8	4
1123	1	1	0	33	4	0
1203	1	1	0	34	8	11
1199	1	1	0	35	7	10
1129	1	1	0	36	4	2
1172	1	1	0	37	7	1
1213	1	1	0	38	9	14
1209	1	1	0	39	8	13
1133	1	1	0	40	6	4
1176	1	1	0	41	8	2
1195	1	1	0	42	9	8
1205	1	1	0	43	7	12
1125	1	1	0	44	5	1
-1		1	1	0	45	-1	-1
1180	1	1	0	46	9	3
1191	1	1	0	47	8	7
1201	1	1	0	48	9	10
1121	1	1	0	49	6	0
1184	1	1	0	50	7	5
1197	1	1	0	51	8	9
1187	1	1	0	52	7	6
1167	1	1	0	53	5	15
1163	1	1	0	54	6	14
1183	1	1	0	55	9	4
-1		1	1	0	56	-1	-1
1193	1	1	0	57	7	8
1192	1	1	0	58	9	7
1159	1	1	0	59	4	12
1179	1	1	0	60	8	3
1189	1	1	0	61	9	6
1200	1	1	0	62	8	10
1155	1	1	0	63	5	11
1171	1	1	0	64	9	0
1185	1	1	0	65	8	5
1175	1	1	0	66	7	2
1196	1	1	0	67	7	9
1051	1	1	1	0	4	24
1081	1	1	1	1	9	18
1108	1	1	1	2	9	27
1055	1	1	1	3	6	26
1118	1	1	1	4	7	31
1085	1	1	1	5	7	20
1112	1	1	1	6	7	29
1047	1	1	1	7	5	23
1114	1	1	1	8	9	29
1077	1	1	1	9	8	17
1116	1	1	1	10	8	30
-1		1	1	1	11	-1	-1
1043	1	1	1	12	6	22
1110	1	1	1	13	8	28
1073	1	1	1	14	7	16
1039	1	1	1	15	4	20
1120	1	1	1	16	9	31
1119	1	1	1	17	8	31
1106	1	1	1	18	7	27
1092	1	1	1	19	8	22
1074	1	1	1	20	8	16
1102	1	1	1	21	9	25
-1		1	1	1	22	-1	-1
1115	1	1	1	23	7	30
1035	1	1	1	24	5	19
1078	1	1	1	25	9	17
1098	1	1	1	26	8	24
1111	1	1	1	27	9	28
1031	1	1	1	28	6	18
1082	1	1	1	29	7	19
1094	1	1	1	30	7	23
1090	1	1	1	31	9	21
1086	1	1	1	32	8	20
1027	1	1	1	33	4	16
1107	1	1	1	34	8	27
1103	1	1	1	35	7	26
1033	1	1	1	36	4	18
1076	1	1	1	37	7	17
1117	1	1	1	38	9	30
1113	1	1	1	39	8	29
1037	1	1	1	40	6	20
1080	1	1	1	41	8	18
1099	1	1	1	42	9	24
1109	1	1	1	43	7	28
1029	1	1	1	44	5	17
-1		1	1	1	45	-1	-1
1084	1	1	1	46	9	19
1095	1	1	1	47	8	23
1105	1	1	1	48	9	26
1025	1	1	1	49	6	16
1088	1	1	1	50	7	21
1101	1	1	1	51	8	25
1091	1	1	1	52	7	22
1071	1	1	1	53	5	31
1067	1	1	1	54	6	30
1087	1	1	1	55	9	20
-1		1	1	1	56	-1	-1
1097	1	1	1	57	7	24
1096	1	1	1	58	9	23
1063	1	1	1	59	4	28
1083	1	1	1	60	8	19
1093	1	1	1	61	9	22
1104	1	1	1	62	8	26
1059	1	1	1	63	5	27
1075	1	1	1	64	9	16
1089	1	1	1	65	8	21
1079	1	1	1	66	7	18
1100	1	1	1	67	7	25
759		1	1	2	0	7	34
520		1	1	2	1	11	34
769		1	1	2	2	8	37
755		1	1	2	3	9	32
530		1	1	2	4	10	37
516		1	1	2	5	12	33
773		1	1	2	6	9	38
763		1	1	2	7	8	35
534		1	1	2	8	12	39
524		1	1	2	9	10	35
777		1	1	2	10	7	40
-1		1	1	2	11	-1	-1
767		1	1	2	12	9	36
538		1	1	2	13	11	40
528		1	1	2	14	12	37
771		1	1	2	15	7	38
781		1	1	2	16	8	41
532		1	1	2	17	11	38
542		1	1	2	18	10	41
753		1	1	2	19	7	32
785		1	1	2	20	9	42
546		1	1	2	21	12	43
-1		1	1	2	22	-1	-1
536		1	1	2	23	10	39
775		1	1	2	24	8	39
789		1	1	2	25	7	44
550		1	1	2	26	11	44
540		1	1	2	27	12	41
779		1	1	2	28	9	40
793		1	1	2	29	8	45
554		1	1	2	30	10	45
558		1	1	2	31	12	47
797		1	1	2	32	9	46
783		1	1	2	33	7	42
544		1	1	2	34	11	42
548		1	1	2	35	10	43
774		1	1	2	36	7	39
787		1	1	2	37	8	43
529		1	1	2	38	11	37
533		1	1	2	39	10	38
770		1	1	2	40	9	37
791		1	1	2	41	9	44
552		1	1	2	42	12	45
537		1	1	2	43	12	40
778		1	1	2	44	8	40
-1		1	1	2	45	-1	-1
795		1	1	2	46	7	46
556		1	1	2	47	11	46
541		1	1	2	48	11	41
782		1	1	2	49	9	41
799		1	1	2	50	8	47
545		1	1	2	51	10	42
560		1	1	2	52	10	47
786		1	1	2	53	7	43
790		1	1	2	54	8	44
514		1	1	2	55	11	32
-1		1	1	2	56	-1	-1
549		1	1	2	57	12	44
757		1	1	2	58	8	33
794		1	1	2	59	9	45
518		1	1	2	60	10	33
553		1	1	2	61	11	45
765		1	1	2	62	7	36
798		1	1	2	63	7	47
526		1	1	2	64	11	36
557		1	1	2	65	10	46
522		1	1	2	66	12	35
761		1	1	2	67	9	34
855		1	1	3	0	13	50
616		1	1	3	1	5	50
865		1	1	3	2	14	53
851		1	1	3	3	15	48
626		1	1	3	4	4	53
612		1	1	3	5	6	49
869		1	1	3	6	15	54
859		1	1	3	7	14	51
630		1	1	3	8	6	55
620		1	1	3	9	4	51
873		1	1	3	10	13	56
-1		1	1	3	11	-1	-1
863		1	1	3	12	15	52
634		1	1	3	13	5	56
624		1	1	3	14	6	53
867		1	1	3	15	13	54
877		1	1	3	16	14	57
628		1	1	3	17	5	54
638		1	1	3	18	4	57
849		1	1	3	19	13	48
881		1	1	3	20	15	58
642		1	1	3	21	6	59
-1		1	1	3	22	-1	-1
632		1	1	3	23	4	55
871		1	1	3	24	14	55
885		1	1	3	25	13	60
646		1	1	3	26	5	60
636		1	1	3	27	6	57
875		1	1	3	28	15	56
889		1	1	3	29	14	61
650		1	1	3	30	4	61
654		1	1	3	31	6	63
893		1	1	3	32	15	62
879		1	1	3	33	13	58
640		1	1	3	34	5	58
644		1	1	3	35	4	59
870		1	1	3	36	13	55
883		1	1	3	37	14	59
625		1	1	3	38	5	53
629		1	1	3	39	4	54
866		1	1	3	40	15	53
887		1	1	3	41	15	60
648		1	1	3	42	6	61
633		1	1	3	43	6	56
874		1	1	3	44	14	56
-1		1	1	3	45	-1	-1
891		1	1	3	46	13	62
652		1	1	3	47	5	62
637		1	1	3	48	5	57
878		1	1	3	49	15	57
895		1	1	3	50	14	63
641		1	1	3	51	4	58
656		1	1	3	52	4	63
882		1	1	3	53	13	59
886		1	1	3	54	14	60
610		1	1	3	55	5	48
-1		1	1	3	56	-1	-1
645		1	1	3	57	6	60
853		1	1	3	58	14	49
890		1	1	3	59	15	61
614		1	1	3	60	4	49
649		1	1	3	61	5	61
861		1	1	3	62	13	52
894		1	1	3	63	13	63
622		1	1	3	64	5	52
653		1	1	3	65	4	62
618		1	1	3	66	6	51
857		1	1	3	67	15	50
1367	1	2	0	0	13	2
1128	1	2	0	1	5	2
1377	1	2	0	2	14	5
1363	1	2	0	3	15	0
1138	1	2	0	4	4	5
1124	1	2	0	5	6	1
1381	1	2	0	6	15	6
1371	1	2	0	7	14	3
1142	1	2	0	8	6	7
1132	1	2	0	9	4	3
1385	1	2	0	10	13	8
-1		1	2	0	11	-1	-1
1375	1	2	0	12	15	4
1146	1	2	0	13	5	8
1136	1	2	0	14	6	5
1379	1	2	0	15	13	6
1389	1	2	0	16	14	9
1140	1	2	0	17	5	6
1150	1	2	0	18	4	9
1361	1	2	0	19	13	0
1393	1	2	0	20	15	10
1154	1	2	0	21	6	11
-1		1	2	0	22	-1	-1
1144	1	2	0	23	4	7
1383	1	2	0	24	14	7
1397	1	2	0	25	13	12
1158	1	2	0	26	5	12
1148	1	2	0	27	6	9
1387	1	2	0	28	15	8
1401	1	2	0	29	14	13
1162	1	2	0	30	4	13
1166	1	2	0	31	6	15
1405	1	2	0	32	15	14
1391	1	2	0	33	13	10
1152	1	2	0	34	5	10
1156	1	2	0	35	4	11
1382	1	2	0	36	13	7
1395	1	2	0	37	14	11
1137	1	2	0	38	5	5
1141	1	2	0	39	4	6
1378	1	2	0	40	15	5
1399	1	2	0	41	15	12
1160	1	2	0	42	6	13
1145	1	2	0	43	6	8
1386	1	2	0	44	14	8
-1		1	2	0	45	-1	-1
1403	1	2	0	46	13	14
1164	1	2	0	47	5	14
1149	1	2	0	48	5	9
1390	1	2	0	49	15	9
1407	1	2	0	50	14	15
1153	1	2	0	51	4	10
1168	1	2	0	52	4	15
1394	1	2	0	53	13	11
1398	1	2	0	54	14	12
1122	1	2	0	55	5	0
-1		1	2	0	56	-1	-1
1157	1	2	0	57	6	12
1365	1	2	0	58	14	1
1402	1	2	0	59	15	13
1126	1	2	0	60	4	1
1161	1	2	0	61	5	13
1373	1	2	0	62	13	4
1406	1	2	0	63	13	15
1134	1	2	0	64	5	4
1165	1	2	0	65	4	14
1130	1	2	0	66	6	3
1369	1	2	0	67	15	2
1271	1	2	1	0	13	18
1032	1	2	1	1	5	18
1281	1	2	1	2	14	21
1267	1	2	1	3	15	16
1042	1	2	1	4	4	21
1028	1	2	1	5	6	17
1285	1	2	1	6	15	22
1275	1	2	1	7	14	19
1046	1	2	1	8	6	23
1036	1	2	1	9	4	19
1289	1	2	1	10	13	24
-1		1	2	1	11	-1	-1
1279	1	2	1	12	15	20
1050	1	2	1	13	5	24
1040	1	2	1	14	6	21
1283	1	2	1	15	13	22
1293	1	2	1	16	14	25
1044	1	2	1	17	5	22
1054	1	2	1	18	4	25
1265	1	2	1	19	13	16
1297	1	2	1	20	15	26
1058	1	2	1	21	6	27
-1		1	2	1	22	-1	-1
1048	1	2	1	23	4	23
1287	1	2	1	24	14	23
1301	1	2	1	25	13	28
1062	1	2	1	26	5	28
1052	1	2	1	27	6	25
1291	1	2	1	28	15	24
1305	1	2	1	29	14	29
1066	1	2	1	30	4	29
1070	1	2	1	31	6	31
1309	1	2	1	32	15	30
1295	1	2	1	33	13	26
1056	1	2	1	34	5	26
1060	1	2	1	35	4	27
1286	1	2	1	36	13	23
1299	1	2	1	37	14	27
1041	1	2	1	38	5	21
1045	1	2	1	39	4	22
1282	1	2	1	40	15	21
1303	1	2	1	41	15	28
1064	1	2	1	42	6	29
1049	1	2	1	43	6	24
1290	1	2	1	44	14	24
-1		1	2	1	45	-1	-1
1307	1	2	1	46	13	30
1068	1	2	1	47	5	30
1053	1	2	1	48	5	25
1294	1	2	1	49	15	25
1311	1	2	1	50	14	31
1057	1	2	1	51	4	26
1072	1	2	1	52	4	31
1298	1	2	1	53	13	27
1302	1	2	1	54	14	28
1026	1	2	1	55	5	16
-1		1	2	1	56	-1	-1
1061	1	2	1	57	6	28
1269	1	2	1	58	14	17
1306	1	2	1	59	15	29
1030	1	2	1	60	4	17
1065	1	2	1	61	5	29
1277	1	2	1	62	13	20
1310	1	2	1	63	13	31
1038	1	2	1	64	5	20
1069	1	2	1	65	4	30
1034	1	2	1	66	6	19
1273	1	2	1	67	15	18
714		1	2	2	0	6	35
780		1	2	2	1	7	41
749		1	2	2	2	4	46
718		1	2	2	3	5	36
739		1	2	2	4	5	43
784		1	2	2	5	8	42
745		1	2	2	6	5	45
710		1	2	2	7	4	33
743		1	2	2	8	4	44
776		1	2	2	9	9	39
741		1	2	2	10	6	44
-1		1	2	2	11	-1	-1
706		1	2	2	12	5	32
747		1	2	2	13	6	46
772		1	2	2	14	8	38
752		1	2	2	15	4	47
737		1	2	2	16	4	42
768		1	2	2	17	7	37
751		1	2	2	18	5	47
720		1	2	2	19	6	37
733		1	2	2	20	5	41
705		1	2	2	21	6	32
-1		1	2	2	22	-1	-1
764		1	2	2	23	9	35
748		1	2	2	24	5	46
729		1	2	2	25	6	40
709		1	2	2	26	5	33
760		1	2	2	27	8	34
744		1	2	2	28	6	45
725		1	2	2	29	4	38
713		1	2	2	30	4	34
717		1	2	2	31	6	36
721		1	2	2	32	5	37
740		1	2	2	33	4	43
756		1	2	2	34	7	33
707		1	2	2	35	4	32
746		1	2	2	36	4	45
736		1	2	2	37	5	42
766		1	2	2	38	8	36
762		1	2	2	39	7	35
750		1	2	2	40	6	47
732		1	2	2	41	6	41
711		1	2	2	42	6	34
758		1	2	2	43	9	33
742		1	2	2	44	5	44
-1		1	2	2	45	-1	-1
728		1	2	2	46	4	39
715		1	2	2	47	5	35
754		1	2	2	48	8	32
738		1	2	2	49	6	43
724		1	2	2	50	5	38
800		1	2	2	51	9	47
719		1	2	2	52	4	36
734		1	2	2	53	4	41
730		1	2	2	54	5	40
723		1	2	2	55	6	38
-1		1	2	2	56	-1	-1
796		1	2	2	57	8	46
716		1	2	2	58	4	35
726		1	2	2	59	6	39
727		1	2	2	60	5	39
792		1	2	2	61	7	45
708		1	2	2	62	6	33
722		1	2	2	63	4	37
735		1	2	2	64	6	42
788		1	2	2	65	9	43
731		1	2	2	66	4	40
712		1	2	2	67	5	34
635		1	2	3	0	4	56
665		1	2	3	1	9	50
692		1	2	3	2	9	59
639		1	2	3	3	6	58
702		1	2	3	4	7	63
669		1	2	3	5	7	52
696		1	2	3	6	7	61
631		1	2	3	7	5	55
698		1	2	3	8	9	61
661		1	2	3	9	8	49
700		1	2	3	10	8	62
-1		1	2	3	11	-1	-1
627		1	2	3	12	6	54
694		1	2	3	13	8	60
657		1	2	3	14	7	48
623		1	2	3	15	4	52
704		1	2	3	16	9	63
703		1	2	3	17	8	63
690		1	2	3	18	7	59
676		1	2	3	19	8	54
658		1	2	3	20	8	48
686		1	2	3	21	9	57
-1		1	2	3	22	-1	-1
699		1	2	3	23	7	62
619		1	2	3	24	5	51
662		1	2	3	25	9	49
682		1	2	3	26	8	56
695		1	2	3	27	9	60
615		1	2	3	28	6	50
666		1	2	3	29	7	51
678		1	2	3	30	7	55
674		1	2	3	31	9	53
670		1	2	3	32	8	52
611		1	2	3	33	4	48
691		1	2	3	34	8	59
687		1	2	3	35	7	58
617		1	2	3	36	4	50
660		1	2	3	37	7	49
701		1	2	3	38	9	62
697		1	2	3	39	8	61
621		1	2	3	40	6	52
664		1	2	3	41	8	50
683		1	2	3	42	9	56
693		1	2	3	43	7	60
613		1	2	3	44	5	49
-1		1	2	3	45	-1	-1
668		1	2	3	46	9	51
679		1	2	3	47	8	55
689		1	2	3	48	9	58
609		1	2	3	49	6	48
672		1	2	3	50	7	53
685		1	2	3	51	8	57
675		1	2	3	52	7	54
655		1	2	3	53	5	63
651		1	2	3	54	6	62
671		1	2	3	55	9	52
-1		1	2	3	56	-1	-1
681		1	2	3	57	7	56
680		1	2	3	58	9	55
647		1	2	3	59	4	60
667		1	2	3	60	8	51
677		1	2	3	61	9	54
688		1	2	3	62	8	58
643		1	2	3	63	5	59
659		1	2	3	64	9	48
673		1	2	3	65	8	53
663		1	2	3	66	7	50
684		1	2	3	67	7	57
