0	line
1	line
2	line
3	line
4	line
5	line
6	line
7	line
8	line
9	line
10	line
11	none
12	line
13	line
14	line
15	line
16	line
17	line
18	line
19	line
20	line
21	line
22	none
23	line
24	line
25	line
26	line
27	line
28	line
29	line
30	line
31	line
32	line
33	line
34	line
35	line
36	line
37	line
38	line
39	line
40	line
41	line
42	line
43	line
44	line
45	none
46	line
47	line
48	line
49	line
50	line
51	line
52	line
53	line
54	line
55	line
56	none
57	line
58	line
59	line
60	line
61	line
62	line
63	line
64	line
65	line
66	line
67	line
100	line
101	line
102	line
103	line
104	line
105	line
106	line
107	line
108	line
109	line
110	line
111	none
112	line
113	line
114	line
115	line
116	line
117	line
118	line
119	line
120	line
121	line
122	none
123	line
124	line
125	line
126	line
127	line
128	line
129	line
130	line
131	line
132	line
133	line
134	line
135	line
136	line
137	line
138	line
139	line
140	line
141	line
142	line
143	line
144	line
145	none
146	line
147	line
148	line
149	line
150	line
151	line
152	line
153	line
154	line
155	line
156	none
157	line
158	line
159	line
160	line
161	line
162	line
163	line
164	line
165	line
166	line
167	line
200	line
201	line
202	line
203	line
204	line
205	line
206	line
207	line
208	line
209	line
210	line
211	none
212	line
213	line
214	line
215	line
216	line
217	line
218	line
219	line
220	line
221	line
222	none
223	line
224	line
225	line
226	line
227	line
228	line
229	line
230	line
231	line
232	line
233	line
234	line
235	line
236	line
237	line
238	line
239	line
240	line
241	line
242	line
243	line
244	line
245	none
246	line
247	line
248	line
249	line
250	line
251	line
252	line
253	line
254	line
255	line
256	none
257	line
258	line
259	line
260	line
261	line
262	line
263	line
264	line
265	line
266	line
267	line
300	line
301	line
302	line
303	line
304	line
305	line
306	line
307	line
308	line
309	line
310	line
311	none
312	line
313	line
314	line
315	line
316	line
317	line
318	line
319	line
320	line
321	line
322	none
323	line
324	line
325	line
326	line
327	line
328	line
329	line
330	line
331	line
332	line
333	line
334	line
335	line
336	line
337	line
338	line
339	line
340	line
341	line
342	line
343	line
344	line
345	none
346	line
347	line
348	line
349	line
350	line
351	line
352	line
353	line
354	line
355	line
356	none
357	line
358	line
359	line
360	line
361	line
362	line
363	line
364	line
365	line
366	line
367	line
1000	line
1001	line
1002	line
1003	line
1004	line
1005	line
1006	line
1007	line
1008	line
1009	line
1010	line
1011	none
1012	line
1013	line
1014	line
1015	line
1016	line
1017	line
1018	line
1019	line
1020	line
1021	line
1022	none
1023	line
1024	line
1025	line
1026	line
1027	line
1028	line
1029	line
1030	line
1031	line
1032	line
1033	line
1034	line
1035	line
1036	line
1037	line
1038	line
1039	line
1040	line
1041	line
1042	line
1043	line
1044	line
1045	none
1046	line
1047	line
1048	line
1049	line
1050	line
1051	line
1052	line
1053	line
1054	line
1055	line
1056	none
1057	line
1058	line
1059	line
1060	line
1061	line
1062	line
1063	line
1064	line
1065	line
1066	line
1067	line
1100	line
1101	line
1102	line
1103	line
1104	line
1105	line
1106	line
1107	line
1108	line
1109	line
1110	line
1111	none
1112	line
1113	line
1114	line
1115	line
1116	line
1117	line
1118	line
1119	line
1120	line
1121	line
1122	none
1123	line
1124	line
1125	line
1126	line
1127	line
1128	line
1129	line
1130	line
1131	line
1132	line
1133	line
1134	line
1135	line
1136	line
1137	line
1138	line
1139	line
1140	line
1141	line
1142	line
1143	line
1144	line
1145	none
1146	line
1147	line
1148	line
1149	line
1150	line
1151	line
1152	line
1153	line
1154	line
1155	line
1156	none
1157	line
1158	line
1159	line
1160	line
1161	line
1162	line
1163	line
1164	line
1165	line
1166	line
1167	line
1200	line
1201	line
1202	line
1203	line
1204	line
1205	line
1206	line
1207	line
1208	line
1209	line
1210	line
1211	none
1212	line
1213	line
1214	line
1215	line
1216	line
1217	line
1218	line
1219	line
1220	line
1221	line
1222	none
1223	line
1224	line
1225	line
1226	line
1227	line
1228	line
1229	line
1230	line
1231	line
1232	line
1233	line
1234	line
1235	line
1236	line
1237	line
1238	line
1239	line
1240	line
1241	line
1242	line
1243	line
1244	line
1245	none
1246	line
1247	line
1248	line
1249	line
1250	line
1251	line
1252	line
1253	line
1254	line
1255	line
1256	none
1257	line
1258	line
1259	line
1260	line
1261	line
1262	line
1263	line
1264	line
1265	line
1266	line
1267	line
1300	line
1301	line
1302	line
1303	line
1304	line
1305	line
1306	line
1307	line
1308	line
1309	line
1310	line
1311	none
1312	line
1313	line
1314	line
1315	line
1316	line
1317	line
1318	line
1319	line
1320	line
1321	line
1322	none
1323	line
1324	line
1325	line
1326	line
1327	line
1328	line
1329	line
1330	line
1331	line
1332	line
1333	line
1334	line
1335	line
1336	line
1337	line
1338	line
1339	line
1340	line
1341	line
1342	line
1343	line
1344	line
1345	none
1346	line
1347	line
1348	line
1349	line
1350	line
1351	line
1352	line
1353	line
1354	line
1355	line
1356	none
1357	line
1358	line
1359	line
1360	line
1361	line
1362	line
1363	line
1364	line
1365	line
1366	line
1367	line
2000	line
2001	multiPeak
2002	line
2003	line
2004	multiPeak
2005	multiPeak
2006	line
2007	line
2008	multiPeak
2009	multiPeak
2010	line
2011	none
2012	line
2013	multiPeak
2014	multiPeak
2015	line
2016	line
2017	multiPeak
2018	multiPeak
2019	line
2020	line
2021	multiPeak
2022	none
2023	multiPeak
2024	line
2025	line
2026	multiPeak
2027	multiPeak
2028	line
2029	line
2030	multiPeak
2031	multiPeak
2032	line
2033	line
2034	multiPeak
2035	multiPeak
2036	line
2037	line
2038	multiPeak
2039	multiPeak
2040	line
2041	line
2042	multiPeak
2043	multiPeak
2044	line
2045	none
2046	line
2047	multiPeak
2048	multiPeak
2049	line
2050	line
2051	multiPeak
2052	multiPeak
2053	line
2054	line
2055	multiPeak
2056	none
2057	multiPeak
2058	line
2059	line
2060	multiPeak
2061	multiPeak
2062	line
2063	line
2064	multiPeak
2065	multiPeak
2066	multiPeak
2067	line
2100	line
2101	multiPeak
2102	line
2103	line
2104	multiPeak
2105	multiPeak
2106	line
2107	line
2108	multiPeak
2109	multiPeak
2110	line
2111	none
2112	line
2113	multiPeak
2114	multiPeak
2115	line
2116	line
2117	multiPeak
2118	multiPeak
2119	line
2120	line
2121	multiPeak
2122	none
2123	multiPeak
2124	line
2125	line
2126	multiPeak
2127	multiPeak
2128	line
2129	line
2130	multiPeak
2131	multiPeak
2132	line
2133	line
2134	multiPeak
2135	multiPeak
2136	line
2137	line
2138	multiPeak
2139	multiPeak
2140	line
2141	line
2142	multiPeak
2143	multiPeak
2144	line
2145	none
2146	line
2147	multiPeak
2148	multiPeak
2149	line
2150	line
2151	multiPeak
2152	multiPeak
2153	line
2154	line
2155	multiPeak
2156	none
2157	multiPeak
2158	line
2159	line
2160	multiPeak
2161	multiPeak
2162	line
2163	line
2164	multiPeak
2165	multiPeak
2166	multiPeak
2167	line
2200	line
2201	line
2202	line
2203	line
2204	line
2205	line
2206	line
2207	line
2208	line
2209	line
2210	line
2211	none
2212	line
2213	line
2214	line
2215	line
2216	line
2217	line
2218	line
2219	line
2220	line
2221	line
2222	none
2223	line
2224	line
2225	line
2226	line
2227	line
2228	line
2229	line
2230	line
2231	line
2232	line
2233	line
2234	line
2235	line
2236	line
2237	line
2238	line
2239	line
2240	line
2241	line
2242	line
2243	line
2244	line
2245	none
2246	line
2247	line
2248	line
2249	line
2250	line
2251	line
2252	line
2253	line
2254	line
2255	line
2256	none
2257	line
2258	line
2259	line
2260	line
2261	line
2262	line
2263	line
2264	line
2265	line
2266	line
2267	line
2300	line
2301	multiPeak
2302	line
2303	line
2304	multiPeak
2305	multiPeak
2306	line
2307	line
2308	multiPeak
2309	multiPeak
2310	line
2311	none
2312	line
2313	multiPeak
2314	multiPeak
2315	line
2316	line
2317	multiPeak
2318	multiPeak
2319	line
2320	line
2321	multiPeak
2322	none
2323	multiPeak
2324	line
2325	line
2326	multiPeak
2327	multiPeak
2328	line
2329	line
2330	multiPeak
2331	multiPeak
2332	line
2333	line
2334	multiPeak
2335	multiPeak
2336	line
2337	line
2338	multiPeak
2339	multiPeak
2340	line
2341	line
2342	multiPeak
2343	multiPeak
2344	line
2345	none
2346	line
2347	multiPeak
2348	multiPeak
2349	line
2350	line
2351	multiPeak
2352	multiPeak
2353	line
2354	line
2355	multiPeak
2356	none
2357	multiPeak
2358	line
2359	line
2360	multiPeak
2361	multiPeak
2362	line
2363	line
2364	multiPeak
2365	multiPeak
2366	multiPeak
2367	line
3000	multiPeak
3001	line
3002	line
3003	multiPeak
3004	line
3005	line
3006	line
3007	multiPeak
3008	line
3009	line
3010	line
3011	none
3012	multiPeak
3013	line
3014	line
3015	multiPeak
3016	line
3017	line
3018	line
3019	line
3020	line
3021	line
3022	none
3023	line
3024	multiPeak
3025	line
3026	line
3027	line
3028	multiPeak
3029	line
3030	line
3031	line
3032	line
3033	multiPeak
3034	line
3035	line
3036	multiPeak
3037	line
3038	line
3039	line
3040	multiPeak
3041	line
3042	line
3043	line
3044	multiPeak
3045	none
3046	line
3047	line
3048	line
3049	multiPeak
3050	line
3051	line
3052	line
3053	multiPeak
3054	multiPeak
3055	line
3056	none
3057	line
3058	line
3059	multiPeak
3060	line
3061	line
3062	line
3063	multiPeak
3064	line
3065	line
3066	line
3067	line
3100	multiPeak
3101	line
3102	line
3103	multiPeak
3104	line
3105	line
3106	line
3107	multiPeak
3108	line
3109	line
3110	line
3111	none
3112	multiPeak
3113	line
3114	line
3115	multiPeak
3116	line
3117	line
3118	line
3119	line
3120	line
3121	line
3122	none
3123	line
3124	multiPeak
3125	line
3126	line
3127	line
3128	multiPeak
3129	line
3130	line
3131	line
3132	line
3133	multiPeak
3134	line
3135	line
3136	multiPeak
3137	line
3138	line
3139	line
3140	multiPeak
3141	line
3142	line
3143	line
3144	multiPeak
3145	none
3146	line
3147	line
3148	line
3149	multiPeak
3150	line
3151	line
3152	line
3153	multiPeak
3154	multiPeak
3155	line
3156	none
3157	line
3158	line
3159	multiPeak
3160	line
3161	line
3162	line
3163	multiPeak
3164	line
3165	line
3166	line
3167	line
3200	multiPeak
3201	line
3202	multiPeak
3203	multiPeak
3204	multiPeak
3205	line
3206	multiPeak
3207	multiPeak
3208	multiPeak
3209	line
3210	multiPeak
3211	none
3212	multiPeak
3213	multiPeak
3214	line
3215	multiPeak
3216	multiPeak
3217	line
3218	multiPeak
3219	multiPeak
3220	multiPeak
3221	multiPeak
3222	none
3223	line
3224	multiPeak
3225	multiPeak
3226	multiPeak
3227	line
3228	multiPeak
3229	multiPeak
3230	multiPeak
3231	multiPeak
3232	multiPeak
3233	multiPeak
3234	line
3235	multiPeak
3236	multiPeak
3237	multiPeak
3238	line
3239	line
3240	multiPeak
3241	multiPeak
3242	multiPeak
3243	line
3244	multiPeak
3245	none
3246	multiPeak
3247	multiPeak
3248	line
3249	multiPeak
3250	multiPeak
3251	line
3252	multiPeak
3253	multiPeak
3254	multiPeak
3255	multiPeak
3256	none
3257	line
3258	multiPeak
3259	multiPeak
3260	multiPeak
3261	line
3262	multiPeak
3263	multiPeak
3264	multiPeak
3265	line
3266	multiPeak
